Customer_Index,Churn_Probability,Risk_Level,MonthlyCharges,Customer_Value_Score,Retention_Priority,Top_Churn_Drivers,Top_Retention_Drivers,Recommended_Action
2464,0.92199546,Critical Risk,77.15,Medium Value,High,"numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female","categorical__gender_Male, categorical__Partner_Yes, categorical__DeviceProtection_Yes","Launch a low-cost automated retention campaign or send a personalized retention offer. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female."
3917,0.9213757,Critical Risk,69.1,Medium Value,High,"numerical__tenure, categorical__Contract_Month-to-month, numerical__TotalCharges","categorical__PaperlessBilling_Yes, categorical__MultipleLines_No, categorical__Partner_Yes","Launch a low-cost automated retention campaign or send a personalized retention offer. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, numerical__TotalCharges."
3821,0.92015916,Critical Risk,74.2,Medium Value,High,"numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female","categorical__gender_Male, categorical__Partner_Yes, categorical__DeviceProtection_Yes","Launch a low-cost automated retention campaign or send a personalized retention offer. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female."
4084,0.91296667,Critical Risk,78.05,Medium Value,High,"numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female","categorical__gender_Male, categorical__PaperlessBilling_Yes, categorical__Partner_Yes","Launch a low-cost automated retention campaign or send a personalized retention offer. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female."
2517,0.90936446,Critical Risk,69.5,Medium Value,High,"numerical__tenure, categorical__Contract_Month-to-month, numerical__TotalCharges","categorical__PaymentMethod_Electronic check, categorical__MultipleLines_No, categorical__Partner_Yes","Launch a low-cost automated retention campaign or send a personalized retention offer. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, numerical__TotalCharges."
2036,0.90574354,Critical Risk,74.3,Medium Value,High,"numerical__tenure, categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic","categorical__PaperlessBilling_Yes, categorical__DeviceProtection_Yes, categorical__Partner_No","Launch a low-cost automated retention campaign or send a personalized retention offer. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic."
5538,0.90404576,Critical Risk,81.1,Medium Value,High,"numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female","categorical__gender_Male, categorical__Partner_Yes, categorical__MultipleLines_No","Launch a low-cost automated retention campaign or send a personalized retention offer. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female."
1405,0.90382564,Critical Risk,76.0,Medium Value,High,"numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female","categorical__gender_Male, categorical__PaperlessBilling_Yes, categorical__Partner_Yes","Launch a low-cost automated retention campaign or send a personalized retention offer. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female."
5640,0.89817023,Critical Risk,79.6,Medium Value,High,"numerical__tenure, categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic","categorical__PaperlessBilling_Yes, categorical__MultipleLines_No, categorical__Partner_Yes","Launch a low-cost automated retention campaign or send a personalized retention offer. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic."
935,0.8930503,Critical Risk,83.25,Medium Value,High,"categorical__Contract_Month-to-month, numerical__tenure, categorical__gender_Female","categorical__gender_Male, categorical__DeviceProtection_Yes, categorical__Partner_No","Launch a low-cost automated retention campaign or send a personalized retention offer. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, numerical__tenure, categorical__gender_Female."
6590,0.8843883,Critical Risk,70.85,Medium Value,High,"numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female","categorical__gender_Male, categorical__Partner_Yes, categorical__MultipleLines_No","Launch a low-cost automated retention campaign or send a personalized retention offer. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female."
3551,0.88400406,Critical Risk,79.6,Medium Value,High,"numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female","categorical__gender_Male, categorical__Partner_Yes, categorical__Dependents_No","Launch a low-cost automated retention campaign or send a personalized retention offer. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female."
3755,0.881543,Critical Risk,76.05,Medium Value,High,"categorical__Contract_Month-to-month, numerical__tenure, categorical__OnlineSecurity_No","categorical__Partner_Yes, categorical__StreamingMovies_Yes, categorical__DeviceProtection_Yes","Launch a low-cost automated retention campaign or send a personalized retention offer. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, numerical__tenure, categorical__OnlineSecurity_No."
4746,0.877416,Critical Risk,76.5,Medium Value,High,"categorical__Contract_Month-to-month, numerical__tenure, categorical__OnlineSecurity_No","categorical__Partner_Yes, categorical__DeviceProtection_Yes, categorical__StreamingMovies_Yes","Launch a low-cost automated retention campaign or send a personalized retention offer. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, numerical__tenure, categorical__OnlineSecurity_No."
2888,0.8762246,Critical Risk,71.0,Medium Value,High,"numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female","categorical__gender_Male, categorical__Partner_Yes, categorical__MultipleLines_No","Launch a low-cost automated retention campaign or send a personalized retention offer. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female."
3324,0.8759275,Critical Risk,75.55,Medium Value,High,"numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female","categorical__gender_Male, categorical__PaperlessBilling_Yes, categorical__Partner_Yes","Launch a low-cost automated retention campaign or send a personalized retention offer. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female."
5812,0.8721913,Critical Risk,71.0,Medium Value,High,"numerical__tenure, categorical__Contract_Month-to-month, categorical__OnlineSecurity_No","categorical__DeviceProtection_Yes, categorical__Partner_No, categorical__MultipleLines_No","Launch a low-cost automated retention campaign or send a personalized retention offer. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, categorical__OnlineSecurity_No."
680,0.8629257,Critical Risk,80.0,Medium Value,High,"numerical__tenure, categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic","categorical__PaperlessBilling_Yes, categorical__MultipleLines_No, categorical__DeviceProtection_Yes","Launch a low-cost automated retention campaign or send a personalized retention offer. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic."
5116,0.8595454,Critical Risk,70.4,Medium Value,High,"numerical__tenure, categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic","categorical__PaperlessBilling_Yes, categorical__Partner_Yes, categorical__MultipleLines_No","Launch a low-cost automated retention campaign or send a personalized retention offer. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic."
6231,0.85881793,Critical Risk,76.4,Medium Value,High,"numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female","categorical__gender_Male, categorical__PaymentMethod_Electronic check, categorical__MultipleLines_No","Launch a low-cost automated retention campaign or send a personalized retention offer. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female."
5627,0.85696715,Critical Risk,74.85,Medium Value,High,"categorical__Contract_Month-to-month, numerical__tenure, categorical__OnlineSecurity_No","categorical__DeviceProtection_Yes, categorical__Partner_No, numerical__MonthlyCharges","Launch a low-cost automated retention campaign or send a personalized retention offer. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, numerical__tenure, categorical__OnlineSecurity_No."
